==> Use accelerator:  cpu
==>当前使用的模型为：CNN_LSTM_T：30_D:7
==>加载数据中...
==>开始训练...
Epochs:0, Train Loss:0.81944,Test Loss:0.89812, Train_MSE:0.81944, Train_RMSE:0.90523, Train_MAE:0.73845,Test_MSE:0.89812, Test_RMSE:0.94769, Test_MAE:0.66832, Time:0:00:02 *
Epochs:1700, Train Loss:0.46817,Test Loss:2.19325, Train_MSE:0.46817, Train_RMSE:0.68423, Train_MAE:0.40355,Test_MSE:2.19325, Test_RMSE:1.48096, Test_MAE:1.20152, Time:0:51:01
Epochs:1750, Train Loss:0.03778,Test Loss:1.86418, Train_MSE:0.03778, Train_RMSE:0.19436, Train_MAE:0.14050,Test_MSE:1.86418, Test_RMSE:1.36535, Test_MAE:1.08284, Time:0:52:21 *
Epochs:1800, Train Loss:0.03163,Test Loss:1.85190, Train_MSE:0.03163, Train_RMSE:0.17785, Train_MAE:0.12574,Test_MSE:1.85190, Test_RMSE:1.36085, Test_MAE:1.07844, Time:0:54:29 *
Epochs:1850, Train Loss:0.13938,Test Loss:1.87601, Train_MSE:0.13938, Train_RMSE:0.37333, Train_MAE:0.21378,Test_MSE:1.87601, Test_RMSE:1.36968, Test_MAE:1.09851, Time:0:56:51
Epochs:1900, Train Loss:0.02765,Test Loss:1.89560, Train_MSE:0.02765, Train_RMSE:0.16628, Train_MAE:0.11875,Test_MSE:1.89560, Test_RMSE:1.37681, Test_MAE:1.08611, Time:0:59:27 *
Epochs:1950, Train Loss:0.02669,Test Loss:1.90254, Train_MSE:0.02669, Train_RMSE:0.16337, Train_MAE:0.11681,Test_MSE:1.90254, Test_RMSE:1.37932, Test_MAE:1.09343, Time:1:01:58 *
Epochs:2000, Train Loss:0.01603,Test Loss:1.91929, Train_MSE:0.01603, Train_RMSE:0.12659, Train_MAE:0.08898,Test_MSE:1.91929, Test_RMSE:1.38539, Test_MAE:1.09301, Time:1:04:43 *
Epochs:2050, Train Loss:0.01874,Test Loss:1.95293, Train_MSE:0.01874, Train_RMSE:0.13691, Train_MAE:0.09027,Test_MSE:1.95293, Test_RMSE:1.39747, Test_MAE:1.11391, Time:1:06:05
Epochs:2100, Train Loss:0.01712,Test Loss:1.92368, Train_MSE:0.01712, Train_RMSE:0.13084, Train_MAE:0.09355,Test_MSE:1.92368, Test_RMSE:1.38697, Test_MAE:1.09803, Time:1:07:20
Epochs:2150, Train Loss:0.01652,Test Loss:1.95866, Train_MSE:0.01652, Train_RMSE:0.12853, Train_MAE:0.08397,Test_MSE:1.95866, Test_RMSE:1.39952, Test_MAE:1.11849, Time:1:08:34
Epochs:2200, Train Loss:0.27707,Test Loss:1.70293, Train_MSE:0.27707, Train_RMSE:0.52638, Train_MAE:0.31596,Test_MSE:1.70293, Test_RMSE:1.30497, Test_MAE:1.01951, Time:1:09:47
Epochs:2250, Train Loss:0.01444,Test Loss:1.88575, Train_MSE:0.01444, Train_RMSE:0.12017, Train_MAE:0.08187,Test_MSE:1.88575, Test_RMSE:1.37323, Test_MAE:1.10054, Time:1:11:12 *
Epochs:2300, Train Loss:0.01408,Test Loss:1.87817, Train_MSE:0.01408, Train_RMSE:0.11866, Train_MAE:0.07891,Test_MSE:1.87817, Test_RMSE:1.37046, Test_MAE:1.09460, Time:1:12:33 *
Epochs:2350, Train Loss:0.00925,Test Loss:1.89695, Train_MSE:0.00925, Train_RMSE:0.09620, Train_MAE:0.06468,Test_MSE:1.89695, Test_RMSE:1.37730, Test_MAE:1.10134, Time:1:14:37 *
Epochs:2400, Train Loss:0.00936,Test Loss:1.89169, Train_MSE:0.00936, Train_RMSE:0.09672, Train_MAE:0.06364,Test_MSE:1.89169, Test_RMSE:1.37539, Test_MAE:1.09991, Time:1:17:01
Epochs:2450, Train Loss:0.00793,Test Loss:1.81977, Train_MSE:0.00793, Train_RMSE:0.08905, Train_MAE:0.05733,Test_MSE:1.81977, Test_RMSE:1.34899, Test_MAE:1.07406, Time:1:18:46 *
Epochs:2500, Train Loss:0.00720,Test Loss:1.84147, Train_MSE:0.00720, Train_RMSE:0.08486, Train_MAE:0.05769,Test_MSE:1.84147, Test_RMSE:1.35701, Test_MAE:1.07860, Time:1:20:07 *
Epochs:2550, Train Loss:0.01427,Test Loss:1.74477, Train_MSE:0.01427, Train_RMSE:0.11945, Train_MAE:0.07998,Test_MSE:1.74477, Test_RMSE:1.32090, Test_MAE:1.04686, Time:1:21:59
Epochs:2600, Train Loss:0.00884,Test Loss:1.85018, Train_MSE:0.00884, Train_RMSE:0.09403, Train_MAE:0.06071,Test_MSE:1.85018, Test_RMSE:1.36021, Test_MAE:1.07433, Time:1:23:13
Epochs:2650, Train Loss:0.00644,Test Loss:1.84714, Train_MSE:0.00644, Train_RMSE:0.08025, Train_MAE:0.04844,Test_MSE:1.84714, Test_RMSE:1.35909, Test_MAE:1.07660, Time:1:24:28 *
Epochs:2700, Train Loss:0.00514,Test Loss:1.84032, Train_MSE:0.00514, Train_RMSE:0.07171, Train_MAE:0.04308,Test_MSE:1.84032, Test_RMSE:1.35658, Test_MAE:1.07682, Time:1:25:44 *
Epochs:2750, Train Loss:0.00768,Test Loss:1.81054, Train_MSE:0.00768, Train_RMSE:0.08765, Train_MAE:0.05281,Test_MSE:1.81054, Test_RMSE:1.34556, Test_MAE:1.06565, Time:1:27:06
Epochs:2800, Train Loss:0.00641,Test Loss:1.83170, Train_MSE:0.00641, Train_RMSE:0.08006, Train_MAE:0.04815,Test_MSE:1.83170, Test_RMSE:1.35340, Test_MAE:1.07564, Time:1:28:36
Epochs:2850, Train Loss:0.00475,Test Loss:1.83732, Train_MSE:0.00475, Train_RMSE:0.06890, Train_MAE:0.04061,Test_MSE:1.83732, Test_RMSE:1.35548, Test_MAE:1.07634, Time:1:30:32 *
Epochs:2900, Train Loss:0.04538,Test Loss:1.88642, Train_MSE:0.04538, Train_RMSE:0.21302, Train_MAE:0.15392,Test_MSE:1.88642, Test_RMSE:1.37347, Test_MAE:1.09589, Time:1:31:54
Epochs:2950, Train Loss:0.00821,Test Loss:1.89614, Train_MSE:0.00821, Train_RMSE:0.09060, Train_MAE:0.05883,Test_MSE:1.89614, Test_RMSE:1.37700, Test_MAE:1.10327, Time:1:33:17
****************************************************************************************************
==>加载已训练好的模型...
