==> Use accelerator:  cpu
==>当前使用的模型为：CNN_LSTM
==>加载数据中...
==>开始训练...
Epochs:0, Train Loss:0.94194,Test Loss:1.03181, Train_MSE:0.94194, Train_RMSE:0.97054, Train_MAE:0.71910,Test_MSE:1.03181, Test_RMSE:1.01578, Test_MAE:0.72151, Time:0:00:01 *
Epochs:750, Train Loss:0.04314,Test Loss:1.51360, Train_MSE:0.04314, Train_RMSE:0.20770, Train_MAE:0.14519,Test_MSE:1.51360, Test_RMSE:1.23029, Test_MAE:0.90334, Time:0:08:00
Epochs:800, Train Loss:0.02689,Test Loss:1.52271, Train_MSE:0.02689, Train_RMSE:0.16397, Train_MAE:0.09039,Test_MSE:1.52271, Test_RMSE:1.23398, Test_MAE:0.90214, Time:0:08:31
Epochs:850, Train Loss:0.00481,Test Loss:1.55604, Train_MSE:0.00481, Train_RMSE:0.06932, Train_MAE:0.05030,Test_MSE:1.55604, Test_RMSE:1.24741, Test_MAE:0.94205, Time:0:09:01 *
Epochs:900, Train Loss:0.02883,Test Loss:1.65851, Train_MSE:0.02883, Train_RMSE:0.16981, Train_MAE:0.11412,Test_MSE:1.65851, Test_RMSE:1.28783, Test_MAE:0.95889, Time:0:09:31
Epochs:950, Train Loss:0.09123,Test Loss:1.55614, Train_MSE:0.09123, Train_RMSE:0.30205, Train_MAE:0.20378,Test_MSE:1.55614, Test_RMSE:1.24745, Test_MAE:0.91394, Time:0:10:03
Epochs:1000, Train Loss:0.05220,Test Loss:1.58637, Train_MSE:0.05220, Train_RMSE:0.22848, Train_MAE:0.08987,Test_MSE:1.58637, Test_RMSE:1.25951, Test_MAE:0.91583, Time:0:10:33
Epochs:1050, Train Loss:0.08014,Test Loss:1.78207, Train_MSE:0.08014, Train_RMSE:0.28309, Train_MAE:0.12067,Test_MSE:1.78207, Test_RMSE:1.33494, Test_MAE:0.98734, Time:0:11:03
Epochs:1100, Train Loss:0.05297,Test Loss:1.55256, Train_MSE:0.05297, Train_RMSE:0.23015, Train_MAE:0.09522,Test_MSE:1.55256, Test_RMSE:1.24602, Test_MAE:0.91506, Time:0:11:33
Epochs:1150, Train Loss:0.00791,Test Loss:1.61659, Train_MSE:0.00791, Train_RMSE:0.08896, Train_MAE:0.03605,Test_MSE:1.61659, Test_RMSE:1.27145, Test_MAE:0.94333, Time:0:12:04
Epochs:1200, Train Loss:0.41240,Test Loss:1.63410, Train_MSE:0.41240, Train_RMSE:0.64218, Train_MAE:0.23249,Test_MSE:1.63410, Test_RMSE:1.27832, Test_MAE:0.95103, Time:0:12:34
Epochs:1250, Train Loss:0.00769,Test Loss:1.61280, Train_MSE:0.00769, Train_RMSE:0.08769, Train_MAE:0.06582,Test_MSE:1.61280, Test_RMSE:1.26996, Test_MAE:0.93673, Time:0:13:12
Epochs:1300, Train Loss:0.07273,Test Loss:1.70326, Train_MSE:0.07273, Train_RMSE:0.26969, Train_MAE:0.18792,Test_MSE:1.70326, Test_RMSE:1.30509, Test_MAE:0.99120, Time:0:13:46
Epochs:1350, Train Loss:0.05374,Test Loss:1.55758, Train_MSE:0.05374, Train_RMSE:0.23183, Train_MAE:0.10195,Test_MSE:1.55758, Test_RMSE:1.24803, Test_MAE:0.93111, Time:0:14:19
Epochs:1400, Train Loss:0.00047,Test Loss:1.62795, Train_MSE:0.00047, Train_RMSE:0.02161, Train_MAE:0.01808,Test_MSE:1.62795, Test_RMSE:1.27591, Test_MAE:0.95806, Time:0:14:49 *
Epochs:1450, Train Loss:0.04948,Test Loss:1.55098, Train_MSE:0.04948, Train_RMSE:0.22244, Train_MAE:0.10535,Test_MSE:1.55098, Test_RMSE:1.24538, Test_MAE:0.92989, Time:0:15:20
Epochs:1500, Train Loss:0.00183,Test Loss:1.63906, Train_MSE:0.00183, Train_RMSE:0.04273, Train_MAE:0.03223,Test_MSE:1.63906, Test_RMSE:1.28026, Test_MAE:0.95032, Time:0:15:54
Epochs:1550, Train Loss:0.03866,Test Loss:1.40726, Train_MSE:0.03866, Train_RMSE:0.19663, Train_MAE:0.11651,Test_MSE:1.40726, Test_RMSE:1.18628, Test_MAE:0.89012, Time:0:16:27
Epochs:1600, Train Loss:0.08650,Test Loss:1.53315, Train_MSE:0.08650, Train_RMSE:0.29410, Train_MAE:0.20058,Test_MSE:1.53315, Test_RMSE:1.23820, Test_MAE:0.93689, Time:0:16:57
Epochs:1650, Train Loss:0.00005,Test Loss:1.45503, Train_MSE:0.00005, Train_RMSE:0.00716, Train_MAE:0.00601,Test_MSE:1.45503, Test_RMSE:1.20624, Test_MAE:0.88096, Time:0:17:27 *
Epochs:1700, Train Loss:0.01125,Test Loss:1.48892, Train_MSE:0.01125, Train_RMSE:0.10608, Train_MAE:0.03058,Test_MSE:1.48892, Test_RMSE:1.22021, Test_MAE:0.89554, Time:0:17:57
Epochs:1750, Train Loss:0.00006,Test Loss:1.52805, Train_MSE:0.00006, Train_RMSE:0.00791, Train_MAE:0.00609,Test_MSE:1.52805, Test_RMSE:1.23614, Test_MAE:0.91253, Time:0:18:28
Epochs:1800, Train Loss:0.01388,Test Loss:1.53007, Train_MSE:0.01388, Train_RMSE:0.11782, Train_MAE:0.03750,Test_MSE:1.53007, Test_RMSE:1.23696, Test_MAE:0.91823, Time:0:19:00
Epochs:1850, Train Loss:0.01375,Test Loss:1.46223, Train_MSE:0.01375, Train_RMSE:0.11728, Train_MAE:0.03312,Test_MSE:1.46223, Test_RMSE:1.20923, Test_MAE:0.89054, Time:0:19:31
Epochs:1900, Train Loss:0.00002,Test Loss:1.42818, Train_MSE:0.00002, Train_RMSE:0.00460, Train_MAE:0.00360,Test_MSE:1.42818, Test_RMSE:1.19506, Test_MAE:0.89866, Time:0:20:01 *
Epochs:1950, Train Loss:0.07282,Test Loss:1.75511, Train_MSE:0.07282, Train_RMSE:0.26986, Train_MAE:0.18811,Test_MSE:1.75511, Test_RMSE:1.32481, Test_MAE:1.01949, Time:0:20:32
Epochs:2000, Train Loss:0.01236,Test Loss:1.62868, Train_MSE:0.01236, Train_RMSE:0.11120, Train_MAE:0.05437,Test_MSE:1.62868, Test_RMSE:1.27620, Test_MAE:0.95904, Time:0:21:03
Epochs:2050, Train Loss:0.36208,Test Loss:1.61606, Train_MSE:0.36208, Train_RMSE:0.60173, Train_MAE:0.17858,Test_MSE:1.61606, Test_RMSE:1.27124, Test_MAE:0.96271, Time:0:21:33
Epochs:2100, Train Loss:0.01033,Test Loss:1.68091, Train_MSE:0.01033, Train_RMSE:0.10163, Train_MAE:0.06430,Test_MSE:1.68091, Test_RMSE:1.29650, Test_MAE:0.99484, Time:0:22:02
Epochs:2150, Train Loss:0.01051,Test Loss:1.69430, Train_MSE:0.01051, Train_RMSE:0.10253, Train_MAE:0.06949,Test_MSE:1.69430, Test_RMSE:1.30165, Test_MAE:0.99517, Time:0:22:37
Epochs:2200, Train Loss:0.00011,Test Loss:1.67157, Train_MSE:0.00011, Train_RMSE:0.01053, Train_MAE:0.00754,Test_MSE:1.67157, Test_RMSE:1.29289, Test_MAE:0.98054, Time:0:23:09
Epochs:2250, Train Loss:0.00771,Test Loss:1.58715, Train_MSE:0.00771, Train_RMSE:0.08778, Train_MAE:0.02811,Test_MSE:1.58715, Test_RMSE:1.25982, Test_MAE:0.96842, Time:0:23:40
Epochs:2300, Train Loss:0.40425,Test Loss:1.60147, Train_MSE:0.40425, Train_RMSE:0.63581, Train_MAE:0.23915,Test_MSE:1.60147, Test_RMSE:1.26549, Test_MAE:0.97240, Time:0:24:09
Epochs:2350, Train Loss:0.43378,Test Loss:1.54651, Train_MSE:0.43378, Train_RMSE:0.65862, Train_MAE:0.32208,Test_MSE:1.54651, Test_RMSE:1.24359, Test_MAE:0.92502, Time:0:24:38
Epochs:2400, Train Loss:0.10136,Test Loss:1.57784, Train_MSE:0.10136, Train_RMSE:0.31837, Train_MAE:0.12739,Test_MSE:1.57784, Test_RMSE:1.25612, Test_MAE:0.95093, Time:0:25:08
Epochs:2450, Train Loss:0.05070,Test Loss:1.52434, Train_MSE:0.05070, Train_RMSE:0.22516, Train_MAE:0.06446,Test_MSE:1.52434, Test_RMSE:1.23464, Test_MAE:0.93280, Time:0:25:41
Epochs:2500, Train Loss:0.03256,Test Loss:1.45460, Train_MSE:0.03256, Train_RMSE:0.18045, Train_MAE:0.09320,Test_MSE:1.45460, Test_RMSE:1.20607, Test_MAE:0.90372, Time:0:26:13
Epochs:2550, Train Loss:0.05884,Test Loss:1.42788, Train_MSE:0.05884, Train_RMSE:0.24257, Train_MAE:0.10773,Test_MSE:1.42788, Test_RMSE:1.19494, Test_MAE:0.87398, Time:0:26:43
Epochs:2600, Train Loss:0.00001,Test Loss:1.44517, Train_MSE:0.00001, Train_RMSE:0.00268, Train_MAE:0.00141,Test_MSE:1.44517, Test_RMSE:1.20215, Test_MAE:0.88323, Time:0:27:12 *
Epochs:2650, Train Loss:0.09091,Test Loss:1.47463, Train_MSE:0.09091, Train_RMSE:0.30151, Train_MAE:0.13559,Test_MSE:1.47463, Test_RMSE:1.21434, Test_MAE:0.89643, Time:0:27:41
Epochs:2700, Train Loss:0.41212,Test Loss:1.52101, Train_MSE:0.41212, Train_RMSE:0.64196, Train_MAE:0.22239,Test_MSE:1.52101, Test_RMSE:1.23329, Test_MAE:0.91024, Time:0:28:11
Epochs:2750, Train Loss:0.36154,Test Loss:1.46045, Train_MSE:0.36154, Train_RMSE:0.60128, Train_MAE:0.16614,Test_MSE:1.46045, Test_RMSE:1.20849, Test_MAE:0.89658, Time:0:28:42
Epochs:2800, Train Loss:0.00026,Test Loss:1.43876, Train_MSE:0.00026, Train_RMSE:0.01614, Train_MAE:0.00879,Test_MSE:1.43876, Test_RMSE:1.19948, Test_MAE:0.88751, Time:0:29:14
Epochs:2850, Train Loss:0.68837,Test Loss:1.50256, Train_MSE:0.68837, Train_RMSE:0.82968, Train_MAE:0.45807,Test_MSE:1.50256, Test_RMSE:1.22579, Test_MAE:0.90923, Time:0:29:43
Epochs:2900, Train Loss:0.01488,Test Loss:1.41759, Train_MSE:0.01488, Train_RMSE:0.12198, Train_MAE:0.05452,Test_MSE:1.41759, Test_RMSE:1.19063, Test_MAE:0.89725, Time:0:30:13
Epochs:2950, Train Loss:0.05837,Test Loss:1.45749, Train_MSE:0.05837, Train_RMSE:0.24160, Train_MAE:0.09052,Test_MSE:1.45749, Test_RMSE:1.20727, Test_MAE:0.91583, Time:0:30:42
****************************************************************************************************
==>加载已训练好的模型...
