==> Use accelerator:  cpu
==>当前使用的模型为：GRU
==>加载数据中...
==>开始训练...
Epochs:0, Train Loss:0.86817,Test Loss:1.06863, Train_MSE:0.86817, Train_RMSE:0.93176, Train_MAE:0.69649,Test_MSE:1.06863, Test_RMSE:1.03375, Test_MAE:0.73331, Time:0:00:00 *
Epochs:1350, Train Loss:0.72352,Test Loss:1.76052, Train_MSE:0.72352, Train_RMSE:0.85060, Train_MAE:0.42152,Test_MSE:1.76052, Test_RMSE:1.32685, Test_MAE:0.99431, Time:0:01:16
Epochs:1400, Train Loss:0.09120,Test Loss:1.63340, Train_MSE:0.09120, Train_RMSE:0.30199, Train_MAE:0.13999,Test_MSE:1.63340, Test_RMSE:1.27804, Test_MAE:0.94918, Time:0:01:19
Epochs:1450, Train Loss:0.05627,Test Loss:1.55690, Train_MSE:0.05627, Train_RMSE:0.23722, Train_MAE:0.13750,Test_MSE:1.55690, Test_RMSE:1.24776, Test_MAE:0.92094, Time:0:01:22
Epochs:1500, Train Loss:0.05448,Test Loss:1.66286, Train_MSE:0.05448, Train_RMSE:0.23342, Train_MAE:0.12839,Test_MSE:1.66286, Test_RMSE:1.28952, Test_MAE:0.97245, Time:0:01:24
Epochs:1550, Train Loss:0.09182,Test Loss:1.58699, Train_MSE:0.09182, Train_RMSE:0.30302, Train_MAE:0.14878,Test_MSE:1.58699, Test_RMSE:1.25976, Test_MAE:0.94107, Time:0:01:27
Epochs:1600, Train Loss:0.03085,Test Loss:1.42769, Train_MSE:0.03085, Train_RMSE:0.17565, Train_MAE:0.13550,Test_MSE:1.42769, Test_RMSE:1.19486, Test_MAE:0.86515, Time:0:01:30
Epochs:1650, Train Loss:0.11717,Test Loss:1.51432, Train_MSE:0.11717, Train_RMSE:0.34230, Train_MAE:0.20331,Test_MSE:1.51432, Test_RMSE:1.23058, Test_MAE:0.89379, Time:0:01:33
Epochs:1700, Train Loss:0.00464,Test Loss:1.52073, Train_MSE:0.00464, Train_RMSE:0.06808, Train_MAE:0.05777,Test_MSE:1.52073, Test_RMSE:1.23318, Test_MAE:0.92135, Time:0:01:36
Epochs:1750, Train Loss:0.63522,Test Loss:1.58042, Train_MSE:0.63522, Train_RMSE:0.79701, Train_MAE:0.31805,Test_MSE:1.58042, Test_RMSE:1.25715, Test_MAE:0.93940, Time:0:01:38
Epochs:1800, Train Loss:0.00765,Test Loss:1.40334, Train_MSE:0.00765, Train_RMSE:0.08748, Train_MAE:0.06073,Test_MSE:1.40334, Test_RMSE:1.18463, Test_MAE:0.87369, Time:0:01:41
Epochs:1850, Train Loss:0.00554,Test Loss:1.47825, Train_MSE:0.00554, Train_RMSE:0.07445, Train_MAE:0.05845,Test_MSE:1.47825, Test_RMSE:1.21583, Test_MAE:0.88948, Time:0:01:44
Epochs:1900, Train Loss:0.00187,Test Loss:1.55028, Train_MSE:0.00187, Train_RMSE:0.04321, Train_MAE:0.03009,Test_MSE:1.55028, Test_RMSE:1.24510, Test_MAE:0.92478, Time:0:01:47 *
Epochs:1950, Train Loss:0.02383,Test Loss:1.34829, Train_MSE:0.02383, Train_RMSE:0.15438, Train_MAE:0.11722,Test_MSE:1.34829, Test_RMSE:1.16116, Test_MAE:0.86384, Time:0:01:50
Epochs:2000, Train Loss:0.00155,Test Loss:1.66142, Train_MSE:0.00155, Train_RMSE:0.03942, Train_MAE:0.03063,Test_MSE:1.66142, Test_RMSE:1.28896, Test_MAE:0.99787, Time:0:01:52 *
Epochs:2050, Train Loss:0.00196,Test Loss:1.69544, Train_MSE:0.00196, Train_RMSE:0.04424, Train_MAE:0.03346,Test_MSE:1.69544, Test_RMSE:1.30209, Test_MAE:0.99022, Time:0:01:55
Epochs:2100, Train Loss:0.63512,Test Loss:1.61279, Train_MSE:0.63512, Train_RMSE:0.79695, Train_MAE:0.31882,Test_MSE:1.61279, Test_RMSE:1.26996, Test_MAE:0.94986, Time:0:01:58
Epochs:2150, Train Loss:0.67821,Test Loss:1.25775, Train_MSE:0.67821, Train_RMSE:0.82354, Train_MAE:0.40720,Test_MSE:1.25775, Test_RMSE:1.12149, Test_MAE:0.85494, Time:0:02:01
Epochs:2200, Train Loss:0.00702,Test Loss:1.54848, Train_MSE:0.00702, Train_RMSE:0.08380, Train_MAE:0.05735,Test_MSE:1.54848, Test_RMSE:1.24438, Test_MAE:0.93503, Time:0:02:04
Epochs:2250, Train Loss:0.00135,Test Loss:1.53354, Train_MSE:0.00135, Train_RMSE:0.03668, Train_MAE:0.03036,Test_MSE:1.53354, Test_RMSE:1.23836, Test_MAE:0.93638, Time:0:02:07 *
Epochs:2300, Train Loss:0.01475,Test Loss:1.72463, Train_MSE:0.01475, Train_RMSE:0.12147, Train_MAE:0.06990,Test_MSE:1.72463, Test_RMSE:1.31325, Test_MAE:0.98201, Time:0:02:10
Epochs:2350, Train Loss:0.06357,Test Loss:1.58444, Train_MSE:0.06357, Train_RMSE:0.25214, Train_MAE:0.13950,Test_MSE:1.58444, Test_RMSE:1.25874, Test_MAE:0.94765, Time:0:02:13
Epochs:2400, Train Loss:0.68388,Test Loss:1.72144, Train_MSE:0.68388, Train_RMSE:0.82697, Train_MAE:0.37634,Test_MSE:1.72144, Test_RMSE:1.31204, Test_MAE:0.98816, Time:0:02:16
Epochs:2450, Train Loss:0.13341,Test Loss:1.78317, Train_MSE:0.13341, Train_RMSE:0.36525, Train_MAE:0.24251,Test_MSE:1.78317, Test_RMSE:1.33535, Test_MAE:1.02439, Time:0:02:18
Epochs:2500, Train Loss:0.00207,Test Loss:1.99506, Train_MSE:0.00207, Train_RMSE:0.04550, Train_MAE:0.03527,Test_MSE:1.99506, Test_RMSE:1.41247, Test_MAE:1.07917, Time:0:02:21
Epochs:2550, Train Loss:0.00077,Test Loss:1.84019, Train_MSE:0.00077, Train_RMSE:0.02769, Train_MAE:0.02351,Test_MSE:1.84019, Test_RMSE:1.35654, Test_MAE:1.04145, Time:0:02:24 *
Epochs:2600, Train Loss:0.00051,Test Loss:1.88283, Train_MSE:0.00051, Train_RMSE:0.02268, Train_MAE:0.01890,Test_MSE:1.88283, Test_RMSE:1.37216, Test_MAE:1.04340, Time:0:02:27 *
Epochs:2650, Train Loss:0.13331,Test Loss:1.77218, Train_MSE:0.13331, Train_RMSE:0.36511, Train_MAE:0.23074,Test_MSE:1.77218, Test_RMSE:1.33123, Test_MAE:1.03262, Time:0:02:30
Epochs:2700, Train Loss:0.00125,Test Loss:1.85359, Train_MSE:0.00125, Train_RMSE:0.03542, Train_MAE:0.02844,Test_MSE:1.85359, Test_RMSE:1.36147, Test_MAE:1.07077, Time:0:02:33
Epochs:2750, Train Loss:0.00302,Test Loss:1.72012, Train_MSE:0.00302, Train_RMSE:0.05498, Train_MAE:0.04246,Test_MSE:1.72013, Test_RMSE:1.31154, Test_MAE:1.03720, Time:0:02:36
Epochs:2800, Train Loss:0.02008,Test Loss:1.64515, Train_MSE:0.02008, Train_RMSE:0.14171, Train_MAE:0.06568,Test_MSE:1.64515, Test_RMSE:1.28263, Test_MAE:0.98928, Time:0:02:38
Epochs:2850, Train Loss:0.00085,Test Loss:1.70188, Train_MSE:0.00085, Train_RMSE:0.02916, Train_MAE:0.02149,Test_MSE:1.70188, Test_RMSE:1.30456, Test_MAE:0.98984, Time:0:02:41
Epochs:2900, Train Loss:0.00163,Test Loss:1.63449, Train_MSE:0.00163, Train_RMSE:0.04040, Train_MAE:0.03484,Test_MSE:1.63449, Test_RMSE:1.27847, Test_MAE:0.96591, Time:0:02:44
Epochs:2950, Train Loss:0.00014,Test Loss:1.61843, Train_MSE:0.00014, Train_RMSE:0.01180, Train_MAE:0.01010,Test_MSE:1.61843, Test_RMSE:1.27217, Test_MAE:0.94489, Time:0:02:47 *
****************************************************************************************************
==>加载已训练好的模型...
