==> Use accelerator:  cpu
==>当前使用的模型为：CNN_LSTM
==>加载数据中...
==>开始训练...
Epochs:0, Train Loss:0.84053,Test Loss:1.10073, Train_MSE:0.84053, Train_RMSE:0.91681, Train_MAE:0.64983,Test_MSE:1.10073, Test_RMSE:1.04916, Test_MAE:0.74606, Time:0:00:01 *
Epochs:1100, Train Loss:0.02057,Test Loss:1.79402, Train_MSE:0.02057, Train_RMSE:0.14341, Train_MAE:0.07137,Test_MSE:1.79402, Test_RMSE:1.33941, Test_MAE:1.01426, Time:0:10:53
Epochs:1150, Train Loss:0.00024,Test Loss:1.94495, Train_MSE:0.00024, Train_RMSE:0.01545, Train_MAE:0.01215,Test_MSE:1.94495, Test_RMSE:1.39461, Test_MAE:1.06984, Time:0:11:22 *
Epochs:1200, Train Loss:0.00251,Test Loss:1.67018, Train_MSE:0.00251, Train_RMSE:0.05010, Train_MAE:0.04225,Test_MSE:1.67018, Test_RMSE:1.29236, Test_MAE:0.95484, Time:0:11:55
Epochs:1250, Train Loss:0.02483,Test Loss:1.79600, Train_MSE:0.02483, Train_RMSE:0.15758, Train_MAE:0.07575,Test_MSE:1.79600, Test_RMSE:1.34015, Test_MAE:1.00244, Time:0:12:27
Epochs:1300, Train Loss:0.02318,Test Loss:1.68989, Train_MSE:0.02318, Train_RMSE:0.15224, Train_MAE:0.09147,Test_MSE:1.68989, Test_RMSE:1.29996, Test_MAE:0.97477, Time:0:12:56
Epochs:1350, Train Loss:0.01865,Test Loss:1.83891, Train_MSE:0.01865, Train_RMSE:0.13655, Train_MAE:0.11336,Test_MSE:1.83891, Test_RMSE:1.35606, Test_MAE:1.00401, Time:0:13:26
Epochs:1400, Train Loss:0.64528,Test Loss:1.72061, Train_MSE:0.64528, Train_RMSE:0.80329, Train_MAE:0.34191,Test_MSE:1.72061, Test_RMSE:1.31172, Test_MAE:0.95473, Time:0:13:58
Epochs:1450, Train Loss:0.06710,Test Loss:1.77281, Train_MSE:0.06710, Train_RMSE:0.25904, Train_MAE:0.15453,Test_MSE:1.77281, Test_RMSE:1.33147, Test_MAE:0.98649, Time:0:14:28
Epochs:1500, Train Loss:0.00123,Test Loss:1.71864, Train_MSE:0.00123, Train_RMSE:0.03508, Train_MAE:0.02851,Test_MSE:1.71864, Test_RMSE:1.31097, Test_MAE:0.98753, Time:0:14:57
Epochs:1550, Train Loss:0.03421,Test Loss:1.72773, Train_MSE:0.03421, Train_RMSE:0.18496, Train_MAE:0.13242,Test_MSE:1.72773, Test_RMSE:1.31443, Test_MAE:0.99654, Time:0:15:28
Epochs:1600, Train Loss:0.00027,Test Loss:1.65087, Train_MSE:0.00027, Train_RMSE:0.01639, Train_MAE:0.01082,Test_MSE:1.65087, Test_RMSE:1.28486, Test_MAE:0.95810, Time:0:15:58
Epochs:1650, Train Loss:0.06866,Test Loss:1.67085, Train_MSE:0.06866, Train_RMSE:0.26203, Train_MAE:0.18276,Test_MSE:1.67085, Test_RMSE:1.29262, Test_MAE:0.96804, Time:0:16:33
Epochs:1700, Train Loss:0.00394,Test Loss:1.81781, Train_MSE:0.00394, Train_RMSE:0.06278, Train_MAE:0.05130,Test_MSE:1.81781, Test_RMSE:1.34826, Test_MAE:1.02191, Time:0:17:11
Epochs:1750, Train Loss:0.09105,Test Loss:1.72339, Train_MSE:0.09105, Train_RMSE:0.30174, Train_MAE:0.14450,Test_MSE:1.72339, Test_RMSE:1.31278, Test_MAE:0.97354, Time:0:17:44
Epochs:1800, Train Loss:0.05716,Test Loss:1.74947, Train_MSE:0.05716, Train_RMSE:0.23909, Train_MAE:0.15141,Test_MSE:1.74947, Test_RMSE:1.32268, Test_MAE:0.99178, Time:0:18:13
Epochs:1850, Train Loss:0.02574,Test Loss:1.61542, Train_MSE:0.02574, Train_RMSE:0.16045, Train_MAE:0.08558,Test_MSE:1.61542, Test_RMSE:1.27099, Test_MAE:0.97641, Time:0:18:45
Epochs:1900, Train Loss:0.00087,Test Loss:1.71823, Train_MSE:0.00087, Train_RMSE:0.02945, Train_MAE:0.02130,Test_MSE:1.71823, Test_RMSE:1.31081, Test_MAE:0.97656, Time:0:19:14
Epochs:1950, Train Loss:0.00187,Test Loss:1.65039, Train_MSE:0.00187, Train_RMSE:0.04327, Train_MAE:0.02797,Test_MSE:1.65039, Test_RMSE:1.28468, Test_MAE:0.96058, Time:0:19:42
Epochs:2000, Train Loss:0.01185,Test Loss:1.75982, Train_MSE:0.01185, Train_RMSE:0.10887, Train_MAE:0.04834,Test_MSE:1.75982, Test_RMSE:1.32658, Test_MAE:1.00989, Time:0:20:11
Epochs:2050, Train Loss:0.10011,Test Loss:1.66965, Train_MSE:0.10011, Train_RMSE:0.31639, Train_MAE:0.18766,Test_MSE:1.66965, Test_RMSE:1.29215, Test_MAE:0.99697, Time:0:20:39
Epochs:2100, Train Loss:0.68688,Test Loss:1.46205, Train_MSE:0.68688, Train_RMSE:0.82878, Train_MAE:0.45899,Test_MSE:1.46205, Test_RMSE:1.20915, Test_MAE:0.89807, Time:0:21:11
Epochs:2150, Train Loss:0.00008,Test Loss:1.54561, Train_MSE:0.00008, Train_RMSE:0.00886, Train_MAE:0.00729,Test_MSE:1.54561, Test_RMSE:1.24323, Test_MAE:0.94135, Time:0:21:46 *
Epochs:2200, Train Loss:0.63474,Test Loss:1.55405, Train_MSE:0.63474, Train_RMSE:0.79671, Train_MAE:0.31751,Test_MSE:1.55405, Test_RMSE:1.24661, Test_MAE:0.93566, Time:0:22:17
Epochs:2250, Train Loss:0.02407,Test Loss:1.51139, Train_MSE:0.02407, Train_RMSE:0.15515, Train_MAE:0.05794,Test_MSE:1.51139, Test_RMSE:1.22939, Test_MAE:0.92647, Time:0:22:46
Epochs:2300, Train Loss:0.00355,Test Loss:1.56233, Train_MSE:0.00355, Train_RMSE:0.05958, Train_MAE:0.03747,Test_MSE:1.56233, Test_RMSE:1.24993, Test_MAE:0.93949, Time:0:23:16
Epochs:2350, Train Loss:0.01333,Test Loss:1.59257, Train_MSE:0.01333, Train_RMSE:0.11547, Train_MAE:0.04263,Test_MSE:1.59257, Test_RMSE:1.26197, Test_MAE:0.94425, Time:0:23:47
Epochs:2400, Train Loss:0.00016,Test Loss:1.59418, Train_MSE:0.00016, Train_RMSE:0.01266, Train_MAE:0.01109,Test_MSE:1.59418, Test_RMSE:1.26261, Test_MAE:0.95690, Time:0:24:15
Epochs:2450, Train Loss:0.00039,Test Loss:1.61483, Train_MSE:0.00039, Train_RMSE:0.01974, Train_MAE:0.01632,Test_MSE:1.61483, Test_RMSE:1.27076, Test_MAE:0.97408, Time:0:24:46
Epochs:2500, Train Loss:0.00004,Test Loss:1.50213, Train_MSE:0.00004, Train_RMSE:0.00668, Train_MAE:0.00541,Test_MSE:1.50213, Test_RMSE:1.22561, Test_MAE:0.94102, Time:0:25:15 *
Epochs:2550, Train Loss:0.13944,Test Loss:1.57611, Train_MSE:0.13944, Train_RMSE:0.37342, Train_MAE:0.18949,Test_MSE:1.57611, Test_RMSE:1.25543, Test_MAE:0.94754, Time:0:25:45
Epochs:2600, Train Loss:0.00011,Test Loss:1.57117, Train_MSE:0.00011, Train_RMSE:0.01038, Train_MAE:0.00776,Test_MSE:1.57117, Test_RMSE:1.25346, Test_MAE:0.94933, Time:0:26:21
Epochs:2650, Train Loss:0.00031,Test Loss:1.49424, Train_MSE:0.00031, Train_RMSE:0.01757, Train_MAE:0.01185,Test_MSE:1.49424, Test_RMSE:1.22239, Test_MAE:0.92082, Time:0:26:52
Epochs:2700, Train Loss:0.01172,Test Loss:1.47999, Train_MSE:0.01172, Train_RMSE:0.10826, Train_MAE:0.08179,Test_MSE:1.47999, Test_RMSE:1.21655, Test_MAE:0.95781, Time:0:27:22
Epochs:2750, Train Loss:0.00002,Test Loss:1.47093, Train_MSE:0.00002, Train_RMSE:0.00408, Train_MAE:0.00379,Test_MSE:1.47093, Test_RMSE:1.21282, Test_MAE:0.90419, Time:0:27:52 *
Epochs:2800, Train Loss:0.00003,Test Loss:1.55211, Train_MSE:0.00003, Train_RMSE:0.00506, Train_MAE:0.00420,Test_MSE:1.55211, Test_RMSE:1.24584, Test_MAE:0.93768, Time:0:28:21
Epochs:2850, Train Loss:0.00002,Test Loss:1.52242, Train_MSE:0.00002, Train_RMSE:0.00429, Train_MAE:0.00327,Test_MSE:1.52242, Test_RMSE:1.23386, Test_MAE:0.93470, Time:0:28:55
Epochs:2900, Train Loss:0.00166,Test Loss:1.51934, Train_MSE:0.00166, Train_RMSE:0.04073, Train_MAE:0.03421,Test_MSE:1.51934, Test_RMSE:1.23261, Test_MAE:0.93192, Time:0:29:25
Epochs:2950, Train Loss:0.10021,Test Loss:1.49325, Train_MSE:0.10021, Train_RMSE:0.31657, Train_MAE:0.14614,Test_MSE:1.49325, Test_RMSE:1.22199, Test_MAE:0.89733, Time:0:29:55
****************************************************************************************************
==>加载已训练好的模型...
